sequence,From,To,address_id,total_transactions,transactions_initiated,transactions_received,average_transaction_value,total_transaction_value,average_outgoing_value,average_incoming_value,total_outgoing_value,total_incoming_value,last_outgoing_transaction_value,last_incoming_transaction_value,value1,value2,value3,value4,timestamps1,timestamps2,timestamps3,timestamps4,label
1287,1288,3215,560,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0
1288,1289,229,561,4,0,4,0.041812445,0.167249779,0.0,0.041812445,0.0,0.167249779,0.0,0.014854018,-0.060406658,-0.069360719,-0.022628383,-0.014854018,0,713,754,998,0
1289,1290,2460,562,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,203,2521,0,0
1290,1291,2594,563,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1291,1292,2246,564,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1292,1293,2762,565,2,2,0,0.05,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,25,0,0,0
1293,1294,1844,566,5,5,0,0.126,0.63,0.126,0.0,0.63,0.0,0.07,0.0,0.07,0.07,0.35,0.07,0,0,0,64,0
1294,1295,1844,566,5,5,0,0.126,0.63,0.126,0.0,0.63,0.0,0.07,0.0,0.07,0.0,0.0,0.0,64,0,0,0,0
1295,1296,822,567,5,2,3,0.046331001,0.231655007,0.082986088,0.021894277,0.165972177,0.06568283,0.05014284,0.00585696,0.115829337,-0.004,-0.05582587,0.05014284,0,2,21,21,0
1296,1297,822,567,5,2,3,0.046331001,0.231655007,0.082986088,0.021894277,0.165972177,0.06568283,0.05014284,0.00585696,-0.00585696,0.0,0.0,0.0,31,0,0,0,0
1297,1298,539,568,3,3,0,0.142533333,0.4276,0.142533333,0.0,0.4276,0.0,0.0436,0.0,0.147,0.237,0.0436,0.0,0,26,173,0,0
1298,1299,852,569,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
1299,1300,2297,570,1,1,0,0.070208483,0.070208483,0.070208483,0.0,0.070208483,0.0,0.070208483,0.0,0.070208483,0.0,0.0,0.0,0,0,0,0,0
1300,1301,539,571,2,2,0,0.012582718,0.025165437,0.012582718,0.0,0.025165437,0.0,0.007042103,0.0,0.018123334,0.007042103,0.0,0.0,0,0,0,0,0
1301,1302,3484,572,1,1,0,0.06,0.06,0.06,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0
1302,1303,3484,573,1,1,0,0.4,0.4,0.4,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0,0,0,0,0
1303,1304,1906,574,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
1304,1305,539,575,1,1,0,0.000794723,0.000794723,0.000794723,0.0,0.000794723,0.0,0.000794723,0.0,0.000794723,0.0,0.0,0.0,0,0,0,0,0
1305,1306,2043,576,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
1306,1307,1844,577,5,5,0,0.15,0.75,0.15,0.0,0.75,0.0,0.15,0.0,0.15,0.15,0.15,0.15,0,0,0,0,0
1307,1308,1844,577,5,5,0,0.15,0.75,0.15,0.0,0.75,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0,0,0,0,0
1308,1309,1844,578,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1309,1310,2043,578,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1310,1311,2128,578,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1311,1312,2591,578,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1312,1313,539,579,2,1,1,0.001884223,0.003768447,0.001768447,0.002,0.001768447,0.002,0.001768447,0.002,-0.002,0.001768447,0.0,0.0,0,0,0,0,0
1313,1314,3484,580,2,2,0,0.261,0.522,0.261,0.0,0.522,0.0,0.087,0.0,0.435,0.087,0.0,0.0,0,0,0,0,0
1314,1315,539,581,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1315,1316,2345,582,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1316,1317,3242,583,1,0,1,0.02275244,0.02275244,0.0,0.02275244,0.0,0.02275244,0.0,0.02275244,-0.02275244,0.0,0.0,0.0,0,0,0,0,0
1317,1318,3484,584,1,1,0,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0,0,0,0,0
1318,1319,852,585,1,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0,0,0,0,0
1319,1320,2821,586,1,1,0,0.075,0.075,0.075,0.0,0.075,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0,0,0,0,0
1320,1321,1844,587,1,1,0,2.04472723,2.04472723,2.04472723,0.0,2.04472723,0.0,2.04472723,0.0,2.04472723,0.0,0.0,0.0,0,0,0,0,0
1321,1322,3104,588,2,2,0,0.12,0.24,0.12,0.0,0.24,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0,0,0,0,0
1322,1323,1455,589,1,1,0,0.12,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0,0,0,0,0
1323,1324,2762,590,2,2,0,0.15,0.3,0.15,0.0,0.3,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0,0,0,0,0
1324,1325,1432,591,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1325,1326,3484,592,1,1,0,0.082,0.082,0.082,0.0,0.082,0.0,0.082,0.0,0.082,0.0,0.0,0.0,0,0,0,0,0
1326,1327,3723,593,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1327,1328,2128,594,1,0,1,0.011911983,0.011911983,0.0,0.011911983,0.0,0.011911983,0.0,0.011911983,-0.011911983,0.0,0.0,0.0,0,0,0,0,0
1328,1329,1106,595,1,0,1,0.0012,0.0012,0.0,0.0012,0.0,0.0012,0.0,0.0012,-0.0012,0.0,0.0,0.0,0,0,0,0,0
1329,1330,636,596,1,1,0,0.179758333,0.179758333,0.179758333,0.0,0.179758333,0.0,0.179758333,0.0,0.179758333,0.0,0.0,0.0,0,0,0,0,0
1330,1331,2591,597,1,1,0,0.088,0.088,0.088,0.0,0.088,0.0,0.088,0.0,0.088,0.0,0.0,0.0,0,0,0,0,0
1331,1332,539,598,1,1,0,0.007055992,0.007055992,0.007055992,0.0,0.007055992,0.0,0.007055992,0.0,0.007055992,0.0,0.0,0.0,0,0,0,0,0
1332,1333,1305,599,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1333,1334,3024,600,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1334,1335,1305,601,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1335,1336,502,602,1,1,0,0.008741506,0.008741506,0.008741506,0.0,0.008741506,0.0,0.008741506,0.0,0.008741506,0.0,0.0,0.0,0,0,0,0,0
1336,1337,1844,603,2,2,0,0.35,0.7,0.35,0.0,0.7,0.0,0.35,0.0,0.35,0.35,0.0,0.0,0,0,0,0,0
1337,1338,620,604,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1338,1339,1005,605,1,0,1,0.05969,0.05969,0.0,0.05969,0.0,0.05969,0.0,0.05969,-0.05969,0.0,0.0,0.0,0,0,0,0,0
1339,1340,1106,606,1,1,0,0.05,0.05,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0,0,0,0,0
1340,1341,2974,607,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1341,1342,3682,608,1,1,0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0
1342,1343,2693,609,4,4,0,0.22,0.88,0.22,0.0,0.88,0.0,0.22,0.0,0.22,0.22,0.22,0.22,0,0,0,0,0
1343,1344,539,610,1,0,1,0.11976384,0.11976384,0.0,0.11976384,0.0,0.11976384,0.0,0.11976384,-0.11976384,0.0,0.0,0.0,0,0,0,0,0
1344,1345,56,611,1,1,0,0.4,0.4,0.4,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0,0,0,0,0
1345,1346,2126,612,2,2,0,0.189571865,0.37914373,0.189571865,0.0,0.37914373,0.0,0.3,0.0,0.07914373,0.3,0.0,0.0,0,0,0,0,0
1346,1347,1520,613,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1347,1348,539,614,1,1,0,1.68,1.68,1.68,0.0,1.68,0.0,1.68,0.0,1.68,0.0,0.0,0.0,0,0,0,0,0
1348,1349,2466,615,1,1,0,0.03,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0,0,0,0,0
1349,1350,1206,616,1,1,0,0.106535,0.106535,0.106535,0.0,0.106535,0.0,0.106535,0.0,0.106535,0.0,0.0,0.0,0,0,0,0,0
1350,1351,1305,617,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1351,1352,1584,618,1,0,1,0.490117,0.490117,0.0,0.490117,0.0,0.490117,0.0,0.490117,-0.490117,0.0,0.0,0.0,0,0,0,0,0
1352,1353,3281,619,1,1,0,0.033847597,0.033847597,0.033847597,0.0,0.033847597,0.0,0.033847597,0.0,0.033847597,0.0,0.0,0.0,0,0,0,0,0
1353,1354,85,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1354,1355,109,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1355,1356,113,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,169,0,0,1
1356,1357,207,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1357,1358,218,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1358,1359,221,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,189,0,0,1
1359,1360,299,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1360,1361,344,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1361,1362,359,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1362,1363,421,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,37,0,0,1
1363,1364,604,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1364,1365,621,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1365,1366,688,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,51,51,0,1
1366,1367,764,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1367,1368,818,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1368,1369,937,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.06181,0.0,0.0,0.0,0,0,0,0,1
1369,1370,954,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,-0.4431025,0.0,0.0,0,43,43,354,1
1370,1371,954,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,-1.484805178,0.0,0.0,-0.134,403,403,668,777,1
1371,1372,954,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,777,949,1773,0,1
1372,1373,963,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1373,1374,1023,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1374,1375,1027,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,1076,0,0,1
1375,1376,1060,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1376,1377,1062,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1377,1378,1075,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,145,0,0,1
1378,1379,1150,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1379,1380,1188,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.02484,0.0,0.0,0.0,0,0,0,0,1
1380,1381,1203,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1381,1382,1237,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,1.6,0.0,0.0,0.0,0,0,0,0,1
1382,1383,1250,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,816,816,0,1
1383,1384,1376,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1384,1385,1494,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,-0.085090184,-0.033679852,-0.01114415,0.0,0,0,0,0,1
1385,1386,1514,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,4,4,1
1386,1387,1514,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,199,199,238,462,1
1387,1388,1514,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,556,571,573,797,1
1388,1389,1546,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,299,299,299,1
1389,1390,1571,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1390,1391,1665,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1391,1392,1685,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,78,84,135,1
1392,1393,1685,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,226,414,444,483,1
1393,1394,1685,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,1257,2043,2188,2460,1
1394,1395,1685,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,2514,0,0,0,1
1395,1396,1819,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1396,1397,1828,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,71,0,0,1
1397,1398,1879,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.079642,0.0,0.0,0.0,0,0,0,0,1
1398,1399,1941,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,72,0,0,1
1399,1400,1942,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1400,1401,1998,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1401,1402,2031,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.081527,0.0,0.0,0.0,0,0,0,0,1
1402,1403,2076,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1403,1404,2084,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.026943,0.0,0.0,0.0,0,0,0,0,1
1404,1405,2102,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1405,1406,2122,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,16,0,0,1
1406,1407,2175,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1407,1408,2324,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,3,3,0,1
1408,1409,2336,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,90,90,1
1409,1410,2336,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,91,92,93,93,1
1410,1411,2356,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1411,1412,2431,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1412,1413,2441,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1413,1414,2502,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1414,1415,2605,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,614,0,0,1
1415,1416,2709,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1416,1417,2722,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.01,0.0,0.0,0.0,0,0,0,0,1
1417,1418,2731,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1418,1419,2759,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1419,1420,2759,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1420,1421,2773,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1421,1422,2790,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1422,1423,2897,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,451,0,0,1
1423,1424,2923,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1424,1425,2975,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1425,1426,2983,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.082669,0.0,0.0,0.0,0,0,0,0,1
1426,1427,2988,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,379,0,0,1
1427,1428,3013,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0002,0.0,0.0,0.0,0,0,0,0,1
1428,1429,3117,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1429,1430,3141,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.03717,0.0,0.0,0.0,0,0,0,0,1
1430,1431,3173,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1431,1432,3185,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1432,1433,3214,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1433,1434,3223,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,508,508,508,1
1434,1435,3223,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,508,526,526,1179,1
1435,1436,3223,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,1179,1179,1179,1179,1
1436,1437,3223,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,2019,2019,2381,0,1
1437,1438,3258,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1438,1439,3272,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1439,1440,3286,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,-0.1,0.0,0.0,0.0,0,0,0,0,1
1440,1441,3393,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.004,0.0,0.0,0.0,0,0,0,0,1
1441,1442,3397,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1442,1443,3425,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,1,0,0,1
1443,1444,3573,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1444,1445,3574,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1445,1446,3605,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.02142528,0.0,0.0,0.0,0,0,0,0,1
1446,1447,3716,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,725,725,0,1
1447,1448,3734,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,633,0,0,1
1448,1449,3769,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
1449,1450,3818,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.007973,0.0,0.0,0.0,0,0,0,0,1
1450,1451,3820,620,180,173,7,0.024055673,4.330021145,0.011781499,0.327403124,2.03819928,2.291821865,0.026943,0.134,0.0,0.0,0.0,0.0,0,0,0,0,1
